System,Type,Count,Group
HUPA,Blog - New Blog Request,4,2022_Public_Jira_Dataset_Montgomery\Apache
HUPA,Choose from below ...,1,2022_Public_Jira_Dataset_Montgomery\Apache
HUPA,RTC,1,2022_Public_Jira_Dataset_Montgomery\Apache
HUPA,Planned Work,1,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Bug,266193,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Task,29275,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,New Feature,26853,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Improvement,107893,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Test,5065,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Wish,3194,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Question,293,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Dependency upgrade,632,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Suitable Name Search,2,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,IT Help,9,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Documentation,341,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Brainstorming,147,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,New JIRA Project,13,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Story,979,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Request,8,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Project,22,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,New Git Repo,2,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,GitBox Request,1,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,TCK Challenge,2,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Dependency,2,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Proposal,7,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Umbrella,274,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Temp,2,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,SVN->GIT Migration,1,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Comment,2,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Requirement,1,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Outage,1,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Technical Debt,195,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Blog - New Blog Request,4,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Choose from below ...,1,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,RTC,1,2022_Public_Jira_Dataset_Montgomery\Apache
IBATIS,Planned Work,1,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Bug,266346,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Task,29277,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,New Feature,26893,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Improvement,107981,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Test,5069,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Wish,3206,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Question,293,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Dependency upgrade,632,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Suitable Name Search,2,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,IT Help,9,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Documentation,341,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Brainstorming,147,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,New JIRA Project,13,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Story,979,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Request,8,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Project,22,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,New Git Repo,2,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,GitBox Request,1,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,TCK Challenge,2,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Dependency,2,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Proposal,7,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Umbrella,274,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Temp,2,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,SVN->GIT Migration,1,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Comment,2,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Requirement,1,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Outage,1,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Technical Debt,195,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Blog - New Blog Request,4,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Choose from below ...,1,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,RTC,1,2022_Public_Jira_Dataset_Montgomery\Apache
IBATISNET,Planned Work,1,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Bug,273213,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Task,32442,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,New Feature,27534,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Improvement,111543,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Test,5422,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Wish,3270,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Question,293,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Dependency upgrade,632,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Suitable Name Search,2,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,IT Help,9,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Documentation,341,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Brainstorming,147,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,New JIRA Project,13,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Story,979,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Request,8,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Project,22,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,New Git Repo,2,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,GitBox Request,1,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,TCK Challenge,2,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Dependency,2,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Proposal,7,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Umbrella,274,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Temp,2,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,SVN->GIT Migration,1,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Comment,2,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Requirement,1,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Outage,1,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Technical Debt,195,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Blog - New Blog Request,4,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Choose from below ...,1,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,RTC,1,2022_Public_Jira_Dataset_Montgomery\Apache
IGNITE,Planned Work,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Bug,273390,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Task,32454,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,New Feature,27557,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Improvement,111630,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Test,5424,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Wish,3274,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Question,293,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Dependency upgrade,632,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Suitable Name Search,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,IT Help,9,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Documentation,341,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Brainstorming,147,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,New JIRA Project,13,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Story,979,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Request,8,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Project,22,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,New Git Repo,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,GitBox Request,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,TCK Challenge,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Dependency,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Proposal,7,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Umbrella,274,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Temp,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,SVN->GIT Migration,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Comment,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Requirement,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Outage,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Technical Debt,195,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Blog - New Blog Request,4,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Choose from below ...,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,RTC,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMAGING,Planned Work,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Bug,273532,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Task,32500,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,New Feature,27590,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Improvement,111737,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Test,5424,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Wish,3276,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Question,293,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Dependency upgrade,632,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Suitable Name Search,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,IT Help,9,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Documentation,341,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Brainstorming,147,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,New JIRA Project,13,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Story,979,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Request,8,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Project,22,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,New Git Repo,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,GitBox Request,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,TCK Challenge,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Dependency,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Proposal,7,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Umbrella,274,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Temp,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,SVN->GIT Migration,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Comment,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Requirement,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Outage,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Technical Debt,195,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Blog - New Blog Request,4,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Choose from below ...,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,RTC,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMAP,Planned Work,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Bug,279559,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Task,33022,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,New Feature,28195,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Improvement,114263,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Test,5505,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Wish,3280,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Question,314,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Dependency upgrade,634,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Suitable Name Search,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,IT Help,9,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Documentation,391,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Brainstorming,147,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,New JIRA Project,13,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Story,982,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Request,9,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Project,24,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,New Git Repo,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,GitBox Request,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,TCK Challenge,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Dependency,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Proposal,7,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Umbrella,275,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Temp,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,SVN->GIT Migration,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Comment,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Requirement,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Outage,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Technical Debt,195,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Blog - New Blog Request,4,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Choose from below ...,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,RTC,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMPALA,Planned Work,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Bug,279587,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Task,33023,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,New Feature,28196,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Improvement,114266,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Test,5505,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Wish,3281,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Question,314,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Dependency upgrade,634,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Suitable Name Search,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,IT Help,9,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Documentation,391,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Brainstorming,147,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,New JIRA Project,13,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Story,982,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Request,9,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Project,24,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,New Git Repo,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,GitBox Request,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,TCK Challenge,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Dependency,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Proposal,7,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Umbrella,275,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Temp,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,SVN->GIT Migration,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Comment,2,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Requirement,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Outage,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Technical Debt,195,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Blog - New Blog Request,4,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Choose from below ...,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,RTC,1,2022_Public_Jira_Dataset_Montgomery\Apache
IMPERIUS,Planned Work,1,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Bug,279631,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Task,33141,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,New Feature,28205,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Improvement,114336,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Test,5506,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Wish,3285,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Question,314,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Dependency upgrade,634,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Suitable Name Search,2,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,IT Help,9,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Documentation,391,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Brainstorming,147,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,New JIRA Project,13,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Story,982,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Request,9,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Project,24,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,New Git Repo,2,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,GitBox Request,1,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,TCK Challenge,2,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Dependency,2,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Proposal,7,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Umbrella,275,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Temp,2,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,SVN->GIT Migration,1,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Comment,2,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Requirement,1,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Outage,1,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Technical Debt,195,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Blog - New Blog Request,4,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Choose from below ...,1,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,RTC,1,2022_Public_Jira_Dataset_Montgomery\Apache
INCUBATOR,Planned Work,1,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Bug,284632,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Task,38742,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,New Feature,28509,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Improvement,115407,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Test,5506,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Wish,4088,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Question,314,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Dependency upgrade,634,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Suitable Name Search,2,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,IT Help,9,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Documentation,427,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Brainstorming,147,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,New JIRA Project,133,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Story,982,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Request,9,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Project,685,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,New Git Repo,191,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,GitBox Request,169,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,TCK Challenge,2,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Dependency,2,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Proposal,7,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Umbrella,275,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Temp,2,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,SVN->GIT Migration,77,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Comment,2,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Requirement,1,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Outage,42,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Technical Debt,195,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Blog - New Blog Request,31,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Choose from below ...,1,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,RTC,1,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Planned Work,403,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Blogs - Access to Existing Blog,12,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Github Integration,326,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Pending Review,13,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,New TLP ,37,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,New Confluence Wiki,68,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,SVN->GIT Mirroring,36,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,New TLP - Common Tasks,12,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,Blogs - New Blog User Account Request,13,2022_Public_Jira_Dataset_Montgomery\Apache
INFRA,New Bugzilla Project,1,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Bug,284737,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Task,38776,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,New Feature,28552,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Improvement,115618,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Test,5507,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Wish,4098,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Question,314,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Dependency upgrade,634,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Suitable Name Search,2,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,IT Help,9,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Documentation,427,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Brainstorming,147,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,New JIRA Project,133,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Story,982,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Request,9,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Project,685,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,New Git Repo,191,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,GitBox Request,169,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,TCK Challenge,2,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Dependency,2,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Proposal,7,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Umbrella,275,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Temp,2,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,SVN->GIT Migration,77,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Comment,2,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Requirement,1,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Outage,42,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Technical Debt,195,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Blog - New Blog Request,31,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Choose from below ...,1,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,RTC,1,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Planned Work,403,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Blogs - Access to Existing Blog,12,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Github Integration,326,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Pending Review,13,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,New TLP ,37,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,New Confluence Wiki,68,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,SVN->GIT Mirroring,36,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,New TLP - Common Tasks,12,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,Blogs - New Blog User Account Request,13,2022_Public_Jira_Dataset_Montgomery\Apache
INLONG,New Bugzilla Project,1,2022_Public_Jira_Dataset_Montgomery\Apache
IO,Bug,285103,2022_Public_Jira_Dataset_Montgomery\Apache
IO,Task,38789,2022_Public_Jira_Dataset_Montgomery\Apache
IO,New Feature,28690,2022_Public_Jira_Dataset_Montgomery\Apache
IO,Improvement,115827,2022_Public_Jira_Dataset_Montgomery\Apache
IO,Test,5511,2022_Public_Jira_Dataset_Montgomery\Apache
IO,Wish,4112,2022_Public_Jira_Dataset_Montgomery\Apache
IO,Question,314,2022_Public_Jira_Dataset_Montgomery\Apache
IO,Dependency upgrade,634,2022_Public_Jira_Dataset_Montgomery\Apache
IO,Suitable Name Search,2,2022_Public_Jira_Dataset_Montgomery\Apache
IO,IT Help,9,2022_Public_Jira_Dataset_Montgomery\Apache
IO,Documentation,427,2022_Public_Jira_Dataset_Montgomery\Apache
IO,Brainstorming,147,2022_Public_Jira_Dataset_Montgomery\Apache
IO,New JIRA Project,133,2022_Public_Jira_Dataset_Montgomery\Apache
IO,Story,982,2022_Public_Jira_Dataset_Montgomery\Apache
IO,Request,9,2022_Public_Jira_Dataset_Montgomery\Apache
IO,Project,685,2022_Public_Jira_Dataset_Montgomery\Apache
