Issue key,Issue id,Project key,Column1,Project type,Status,Issue Type,Created,Resolved
SETBUILDER-542,517181,SETBUILDER,,software,Done,Sub-task,05/04/2018 15:46,11/04/2018 22:15
SETBUILDER-541,517180,SETBUILDER,,software,Done,Sub-task,05/04/2018 15:46,11/04/2018 22:16
SETBUILDER-540,516523,SETBUILDER,,software,Done,Bug,04/04/2018 10:16,12/04/2018 08:58
SETBUILDER-539,513185,SETBUILDER,,software,Done,Sub-task,21/03/2018 11:30,27/03/2018 12:49
SETBUILDER-538,512362,SETBUILDER,,software,Done,Improvement,19/03/2018 10:09,05/04/2018 11:11
SETBUILDER-537,512269,SETBUILDER,,software,Done,Sub-task,16/03/2018 15:44,20/03/2018 12:35
SETBUILDER-535,512207,SETBUILDER,,software,Done,Sub-task,16/03/2018 13:21,03/04/2018 14:41
SETBUILDER-534,512206,SETBUILDER,,software,Done,Sub-task,16/03/2018 13:21,05/04/2018 11:47
SETBUILDER-533,512204,SETBUILDER,,software,Done,Sub-task,16/03/2018 13:18,30/04/2018 09:10
SETBUILDER-532,512203,SETBUILDER,,software,Done,Sub-task,16/03/2018 13:17,29/11/2018 12:45
SETBUILDER-531,510175,SETBUILDER,,software,Done,Bug,09/03/2018 13:14,22/06/2018 10:17
SETBUILDER-530,509989,SETBUILDER,,software,Done,Improvement,09/03/2018 10:32,11/04/2018 15:01
SETBUILDER-529,509320,SETBUILDER,,software,Done,Sub-task,08/03/2018 09:16,05/04/2018 11:47
SETBUILDER-528,508972,SETBUILDER,,software,Done,Sub-task,07/03/2018 09:04,06/04/2018 10:44
SETBUILDER-527,508971,SETBUILDER,,software,Done,Sub-task,07/03/2018 09:04,09/03/2018 11:03
SETBUILDER-526,507402,SETBUILDER,,software,Done,Sub-task,01/03/2018 11:48,05/04/2018 11:48
SETBUILDER-524,504640,SETBUILDER,,software,Done,New Feature,22/02/2018 09:08,04/05/2018 14:06
SETBUILDER-523,502831,SETBUILDER,,software,Done,Bug,14/02/2018 13:44,05/06/2018 09:23
SETBUILDER-522,501449,SETBUILDER,,software,Done,Sub-task,09/02/2018 13:51,12/04/2018 12:49
SETBUILDER-521,501343,SETBUILDER,,software,Done,Sub-task,09/02/2018 10:33,12/04/2018 12:40
SETBUILDER-520,472978,SETBUILDER,,software,Done,Improvement,25/10/2017 10:56,15/05/2018 15:18
SETBUILDER-519,461496,SETBUILDER,,software,Done,Bug,14/09/2017 14:36,30/04/2018 13:12
SETBUILDER-518,460980,SETBUILDER,,software,Done,Improvement,13/09/2017 10:06,16/04/2018 15:39
SETBUILDER-517,456496,SETBUILDER,,software,Done,New Feature,30/08/2017 09:51,17/09/2018 14:08
SETBUILDER-516,453145,SETBUILDER,,software,Done,Improvement,17/08/2017 11:09,07/05/2018 18:45
SETBUILDER-515,452708,SETBUILDER,,software,Done,Bug,16/08/2017 09:06,30/04/2018 08:20
SETBUILDER-514,443512,SETBUILDER,,software,Done,Bug,12/07/2017 08:48,30/04/2018 09:13
SETBUILDER-513,437908,SETBUILDER,,software,Done,New Feature,22/06/2017 14:36,20/04/2018 09:03
SETBUILDER-512,436883,SETBUILDER,,software,Done,Improvement,21/06/2017 15:35,08/03/2018 13:38
SETBUILDER-511,436850,SETBUILDER,,software,Done,Improvement,21/06/2017 14:49,08/03/2018 09:52
SETBUILDER-510,436849,SETBUILDER,,software,Done,Improvement,21/06/2017 14:49,09/04/2018 09:42
SETBUILDER-509,436848,SETBUILDER,,software,Done,Improvement,21/06/2017 14:48,20/04/2018 09:06
SETBUILDER-508,436847,SETBUILDER,,software,Done,Improvement,21/06/2017 14:48,06/03/2018 10:10
SETBUILDER-507,436845,SETBUILDER,,software,Done,Improvement,21/06/2017 14:47,27/02/2018 13:22
SETBUILDER-506,435473,SETBUILDER,,software,Done,New Feature,16/06/2017 14:33,25/04/2018 13:11
SETBUILDER-505,435083,SETBUILDER,,software,Done,Improvement,14/06/2017 11:34,11/04/2018 08:08
SETBUILDER-504,434943,SETBUILDER,,software,Done,New Feature,13/06/2017 17:23,12/04/2018 12:40
SETBUILDER-503,434054,SETBUILDER,,software,Done,Improvement,12/06/2017 21:07,28/03/2018 12:13
SETBUILDER-502,433879,SETBUILDER,,software,Done,New Feature,12/06/2017 12:15,29/03/2018 09:40
SETBUILDER-501,433862,SETBUILDER,,software,Done,New Feature,12/06/2017 11:57,20/04/2018 09:01
SETBUILDER-500,433846,SETBUILDER,,software,Done,Improvement,12/06/2017 11:37,04/04/2018 12:19
SETBUILDER-499,433844,SETBUILDER,,software,Done,New Feature,12/06/2017 11:31,30/04/2018 13:09
SETBUILDER-498,433841,SETBUILDER,,software,Done,New Feature,12/06/2017 11:25,30/04/2018 08:21
SETBUILDER-497,433837,SETBUILDER,,software,Done,Improvement,12/06/2017 11:23,06/04/2018 10:47
SETBUILDER-496,433774,SETBUILDER,,software,Done,Improvement,12/06/2017 09:38,09/04/2018 13:20
SETBUILDER-495,433772,SETBUILDER,,software,Done,Improvement,12/06/2017 09:37,14/06/2017 15:01
SETBUILDER-494,433771,SETBUILDER,,software,Done,New Feature,12/06/2017 09:36,17/04/2018 12:43
SETBUILDER-493,433770,SETBUILDER,,software,Done,New Feature,12/06/2017 09:36,08/05/2018 14:21
SETBUILDER-492,433768,SETBUILDER,,software,Done,Improvement,12/06/2017 09:34,09/04/2018 13:29
SETBUILDER-491,433765,SETBUILDER,,software,Done,Improvement,12/06/2017 09:33,27/02/2018 13:22
SETBUILDER-490,433746,SETBUILDER,,software,Done,New Feature,12/06/2017 09:31,03/04/2018 14:46
SETBUILDER-489,433745,SETBUILDER,,software,Done,Improvement,12/06/2017 09:29,17/04/2018 13:11
SETBUILDER-488,433743,SETBUILDER,,software,Done,Improvement,12/06/2017 09:26,06/03/2018 10:10
SETBUILDER-487,433742,SETBUILDER,,software,Done,Improvement,12/06/2017 09:15,21/03/2018 15:09
SETBUILDER-486,433740,SETBUILDER,,software,Done,Improvement,12/06/2017 09:10,27/02/2018 13:22
SETBUILDER-485,433739,SETBUILDER,,software,Done,Improvement,12/06/2017 09:09,27/02/2018 13:22
SETBUILDER-484,433738,SETBUILDER,,software,Done,Improvement,12/06/2017 09:08,13/04/2018 09:57
SETBUILDER-483,433737,SETBUILDER,,software,Done,New Feature,12/06/2017 09:07,17/04/2018 15:03
SETBUILDER-482,433736,SETBUILDER,,software,Done,Improvement,12/06/2017 09:06,09/04/2018 13:34
SETBUILDER-481,433735,SETBUILDER,,software,Done,Improvement,12/06/2017 09:04,30/04/2018 13:14
SETBUILDER-480,433733,SETBUILDER,,software,Done,Improvement,12/06/2017 09:00,11/04/2018 14:52
SETBUILDER-479,419554,SETBUILDER,,software,Done,Bug,24/04/2017 10:25,26/04/2017 14:01
SETBUILDER-478,413405,SETBUILDER,,software,Done,Bug,06/04/2017 11:46,11/04/2017 12:07
SETBUILDER-477,411710,SETBUILDER,,software,Done,Bug,03/04/2017 09:43,03/04/2017 18:01
SETBUILDER-476,406875,SETBUILDER,,software,Done,Improvement,16/03/2017 16:51,11/04/2017 12:08
SETBUILDER-475,393427,SETBUILDER,,software,Done,Bug,15/02/2017 10:21,29/03/2017 11:53
SETBUILDER-474,393405,SETBUILDER,,software,Done,Bug,15/02/2017 10:00,23/02/2017 09:19
SETBUILDER-473,391932,SETBUILDER,,software,Done,Bug,09/02/2017 13:59,14/02/2017 11:07
SETBUILDER-472,391883,SETBUILDER,,software,Done,Bug,09/02/2017 13:01,14/02/2017 11:07
SETBUILDER-471,389855,SETBUILDER,,software,Done,Bug,02/02/2017 16:11,08/02/2017 09:41
SETBUILDER-470,389711,SETBUILDER,,software,Done,Bug,02/02/2017 12:50,09/02/2017 13:02
SETBUILDER-469,386346,SETBUILDER,,software,Done,Improvement,27/01/2017 09:22,30/01/2017 14:17
SETBUILDER-468,385928,SETBUILDER,,software,Done,Improvement,26/01/2017 09:53,10/03/2017 11:32
SETBUILDER-467,385840,SETBUILDER,,software,Done,Bug,25/01/2017 17:59,30/01/2017 14:08
SETBUILDER-466,385824,SETBUILDER,,software,Done,Bug,25/01/2017 16:36,30/01/2017 14:14
SETBUILDER-465,385434,SETBUILDER,,software,Done,Bug,24/01/2017 23:45,25/01/2017 15:23
SETBUILDER-464,385370,SETBUILDER,,software,Done,Bug,24/01/2017 15:39,25/01/2017 15:22
SETBUILDER-463,384958,SETBUILDER,,software,Done,Bug,23/01/2017 16:45,25/01/2017 16:47
SETBUILDER-462,384955,SETBUILDER,,software,Done,Bug,23/01/2017 16:37,25/01/2017 15:21
SETBUILDER-461,384942,SETBUILDER,,software,Done,Bug,23/01/2017 16:17,25/01/2017 15:18
SETBUILDER-460,384893,SETBUILDER,,software,Done,Bug,23/01/2017 15:06,25/01/2017 15:20
SETBUILDER-459,384758,SETBUILDER,,software,Done,Bug,23/01/2017 11:24,23/01/2017 14:46
SETBUILDER-458,384669,SETBUILDER,,software,Done,Bug,23/01/2017 09:00,23/01/2017 14:47
SETBUILDER-457,384668,SETBUILDER,,software,Done,Bug,23/01/2017 08:56,25/01/2017 15:18
SETBUILDER-456,380232,SETBUILDER,,software,Done,Bug,18/01/2017 16:59,23/01/2017 14:59
SETBUILDER-455,379979,SETBUILDER,,software,Done,Bug,17/01/2017 21:30,23/01/2017 15:00
SETBUILDER-454,379869,SETBUILDER,,software,Done,Improvement,17/01/2017 14:03,23/01/2017 15:21
SETBUILDER-453,379514,SETBUILDER,,software,Done,Bug,16/01/2017 13:47,23/01/2017 15:01
SETBUILDER-452,379485,SETBUILDER,,software,Done,Bug,16/01/2017 12:50,19/01/2017 14:15
SETBUILDER-451,376094,SETBUILDER,,software,Done,Bug,02/01/2017 15:51,23/01/2017 15:03
SETBUILDER-450,375719,SETBUILDER,,software,Done,Sub-task,31/12/2016 13:05,16/01/2017 12:21
SETBUILDER-449,371067,SETBUILDER,,software,Done,Bug,20/12/2016 08:54,02/01/2017 16:20
SETBUILDER-448,354418,SETBUILDER,,software,Done,Sub-task,15/12/2016 13:12,16/01/2017 12:20
SETBUILDER-447,336757,SETBUILDER,,software,Done,Bug,08/12/2016 21:41,23/01/2017 15:04
SETBUILDER-446,336191,SETBUILDER,,software,Done,Bug,07/12/2016 16:46,25/01/2017 15:26
SETBUILDER-445,335990,SETBUILDER,,software,Done,Bug,06/12/2016 22:23,08/12/2016 08:25
SETBUILDER-444,335606,SETBUILDER,,software,Done,Improvement,05/12/2016 15:33,23/01/2017 15:23
SETBUILDER-443,335605,SETBUILDER,,software,Done,New Feature,05/12/2016 15:32,25/01/2017 16:52
SETBUILDER-442,335604,SETBUILDER,,software,Done,New Feature,05/12/2016 15:31,23/01/2017 15:36
SETBUILDER-441,330612,SETBUILDER,,software,Done,Improvement,02/12/2016 13:55,06/12/2016 22:26
SETBUILDER-440,330611,SETBUILDER,,software,Done,Improvement,02/12/2016 13:51,13/12/2016 17:44
SETBUILDER-439,330601,SETBUILDER,,software,Done,Bug,02/12/2016 13:40,19/12/2016 17:47
SETBUILDER-438,330509,SETBUILDER,,software,Done,Improvement,02/12/2016 12:52,02/12/2016 14:58
SETBUILDER-437,330479,SETBUILDER,,software,Done,Bug,02/12/2016 11:59,08/12/2016 21:45
SETBUILDER-436,329694,SETBUILDER,,software,Done,Bug,01/12/2016 14:41,23/01/2017 16:12
SETBUILDER-435,329612,SETBUILDER,,software,Done,Improvement,01/12/2016 13:01,30/01/2017 14:14
SETBUILDER-434,329609,SETBUILDER,,software,Done,Improvement,01/12/2016 12:52,23/01/2017 15:42
SETBUILDER-433,329604,SETBUILDER,,software,Done,Improvement,01/12/2016 12:41,23/01/2017 15:43
SETBUILDER-432,329603,SETBUILDER,,software,Done,Improvement,01/12/2016 12:40,23/01/2017 15:44
SETBUILDER-431,328422,SETBUILDER,,software,Done,Bug,28/11/2016 12:03,06/12/2016 22:25
SETBUILDER-430,323804,SETBUILDER,,software,Done,Bug,23/11/2016 22:16,24/11/2016 09:39
SETBUILDER-429,323803,SETBUILDER,,software,Done,Bug,23/11/2016 22:12,24/11/2016 09:20
SETBUILDER-428,323802,SETBUILDER,,software,Done,Bug,23/11/2016 21:26,07/12/2016 15:56
SETBUILDER-427,322249,SETBUILDER,,software,Done,Bug,22/11/2016 23:25,23/11/2016 09:36
SETBUILDER-426,322248,SETBUILDER,,software,Done,Bug,22/11/2016 23:13,25/11/2016 12:34
SETBUILDER-425,322247,SETBUILDER,,software,Done,Bug,22/11/2016 23:02,28/11/2016 17:45
SETBUILDER-424,321808,SETBUILDER,,software,Done,Bug,21/11/2016 10:12,21/11/2016 10:14
SETBUILDER-423,321802,SETBUILDER,,software,Done,Bug,21/11/2016 10:06,30/11/2016 08:24
SETBUILDER-422,321715,SETBUILDER,,software,Done,Bug,18/11/2016 17:12,22/11/2016 23:21
SETBUILDER-421,321714,SETBUILDER,,software,Done,Bug,18/11/2016 17:11,22/11/2016 23:06
SETBUILDER-420,321713,SETBUILDER,,software,Done,Bug,18/11/2016 17:10,22/11/2016 23:04
SETBUILDER-419,321712,SETBUILDER,,software,Done,Bug,18/11/2016 17:08,22/11/2016 23:07
SETBUILDER-418,321711,SETBUILDER,,software,Done,Bug,18/11/2016 17:05,22/11/2016 23:58
SETBUILDER-417,321709,SETBUILDER,,software,Done,Bug,18/11/2016 17:01,22/11/2016 22:34
