Issue key,Issue id,Project key,Column1,Project type,Status,Issue Type,Created,Resolved
VMSW-128,717064,VMSW,,software,Done,Task,26/04/2021 19:59,04/05/2021 19:06
VMSW-127,716830,VMSW,,software,Done,Task,25/04/2021 10:52,05/05/2021 00:06
VMSW-126,716829,VMSW,,software,Done,Task,25/04/2021 10:36,04/05/2021 19:05
VMSW-125,716503,VMSW,,software,Done,Task,22/04/2021 10:51,05/05/2021 18:18
VMSW-124,716428,VMSW,,software,Done,Task,21/04/2021 16:19,20/05/2021 23:46
VMSW-123,716426,VMSW,,software,Done,Task,21/04/2021 16:08,21/04/2021 20:37
VMSW-122,716425,VMSW,,software,Done,Task,21/04/2021 16:01,12/05/2021 22:50
VMSW-121,716423,VMSW,,software,Done,Task,21/04/2021 15:59,27/04/2021 15:50
VMSW-120,716422,VMSW,,software,Done,Task,21/04/2021 15:58,04/05/2021 18:45
VMSW-119,716421,VMSW,,software,Done,Task,21/04/2021 15:57,04/05/2021 18:49
VMSW-118,716420,VMSW,,software,Done,Task,21/04/2021 15:56,21/04/2021 20:32
VMSW-117,716373,VMSW,,software,Done,Bug,21/04/2021 13:19,28/04/2021 11:59
VMSW-116,716157,VMSW,,software,Done,Task,20/04/2021 13:09,05/05/2021 19:42
VMSW-115,716139,VMSW,,software,Done,Sub-task,20/04/2021 11:58,21/04/2021 10:00
VMSW-114,716058,VMSW,,software,Done,Bug,19/04/2021 20:47,26/04/2021 22:12
VMSW-113,716055,VMSW,,software,Done,Bug,19/04/2021 20:31,04/05/2021 19:04
VMSW-112,715824,VMSW,,software,Done,Task,17/04/2021 18:05,21/04/2021 21:49
VMSW-111,715818,VMSW,,software,Done,Task,17/04/2021 14:27,05/05/2021 08:28
VMSW-110,715779,VMSW,,software,Done,Sub-task,16/04/2021 15:38,23/04/2021 09:18
VMSW-109,715771,VMSW,,software,Done,New Feature,16/04/2021 14:51,20/05/2021 12:19
VMSW-108,715400,VMSW,,software,Done,Bug,14/04/2021 23:13,21/04/2021 20:26
VMSW-107,714414,VMSW,,software,Done,Bug,07/04/2021 23:00,16/04/2021 12:02
VMSW-106,714411,VMSW,,software,Done,Bug,07/04/2021 21:53,20/05/2021 23:39
VMSW-105,714368,VMSW,,software,Done,Bug,07/04/2021 16:32,04/05/2021 18:28
VMSW-104,714208,VMSW,,software,Done,Sub-task,07/04/2021 08:53,07/04/2021 15:46
VMSW-103,714117,VMSW,,software,Done,Bug,06/04/2021 16:00,29/04/2021 09:21
VMSW-102,714026,VMSW,,software,Done,Task,06/04/2021 12:07,22/04/2021 09:17
VMSW-101,713902,VMSW,,software,Done,Task,03/04/2021 17:36,07/04/2021 21:02
VMSW-100,713899,VMSW,,software,Done,Bug,03/04/2021 12:24,07/04/2021 21:37
VMSW-99,713898,VMSW,,software,Done,Bug,03/04/2021 12:15,07/04/2021 21:37
VMSW-98,713894,VMSW,,software,Done,Bug,02/04/2021 16:42,27/04/2021 15:52
VMSW-97,713854,VMSW,,software,Done,Bug,02/04/2021 11:53,21/04/2021 22:01
VMSW-96,713399,VMSW,,software,Done,Bug,31/03/2021 08:56,01/04/2021 09:33
VMSW-95,713385,VMSW,,software,Done,Bug,31/03/2021 00:31,07/04/2021 21:36
VMSW-94,713274,VMSW,,software,Done,Bug,30/03/2021 11:56,31/03/2021 11:26
VMSW-93,713270,VMSW,,software,Done,Bug,30/03/2021 11:35,06/04/2021 15:31
VMSW-92,713174,VMSW,,software,Done,Bug,29/03/2021 15:22,19/04/2021 20:57
VMSW-91,713132,VMSW,,software,Done,Bug,29/03/2021 13:02,31/03/2021 00:23
VMSW-90,712979,VMSW,,software,Done,Sub-task,26/03/2021 15:25,29/03/2021 13:55
VMSW-89,709244,VMSW,,software,Done,Sub-task,01/03/2021 13:28,04/03/2021 15:58
VMSW-88,708730,VMSW,,software,Done,Task,25/02/2021 08:45,26/03/2021 15:23
VMSW-87,708728,VMSW,,software,Done,Task,25/02/2021 08:40,02/03/2021 10:01
VMSW-86,708721,VMSW,,software,Done,Task,25/02/2021 08:17,04/03/2021 09:48
VMSW-85,708651,VMSW,,software,Done,New Feature,24/02/2021 13:03,29/03/2021 13:55
VMSW-84,708650,VMSW,,software,Done,New Feature,24/02/2021 13:01,12/04/2021 22:44
VMSW-83,708518,VMSW,,software,Done,Task,23/02/2021 14:52,04/03/2021 13:27
VMSW-82,708255,VMSW,,software,Done,Bug,22/02/2021 16:08,24/02/2021 17:05
VMSW-81,707789,VMSW,,software,Done,Task,19/02/2021 09:20,02/03/2021 16:46
VMSW-80,707578,VMSW,,software,Done,Task,18/02/2021 11:13,20/04/2021 17:22
VMSW-79,707577,VMSW,,software,Done,Task,18/02/2021 11:11,02/03/2021 16:46
VMSW-78,707571,VMSW,,software,Done,Task,18/02/2021 10:54,02/03/2021 14:04
VMSW-77,707364,VMSW,,software,Done,Task,17/02/2021 10:57,26/02/2021 08:00
VMSW-76,707111,VMSW,,software,Done,Sub-task,16/02/2021 10:29,18/02/2021 08:05
VMSW-75,706802,VMSW,,software,Done,Task,12/02/2021 14:13,18/02/2021 09:57
VMSW-74,706254,VMSW,,software,Done,Task,10/02/2021 13:07,24/02/2021 12:38
VMSW-73,706139,VMSW,,software,Done,Task,09/02/2021 20:11,01/03/2021 15:52
VMSW-72,706112,VMSW,,software,Done,Sub-task,09/02/2021 16:51,10/02/2021 11:34
VMSW-71,705991,VMSW,,software,Done,Sub-task,09/02/2021 11:56,19/03/2021 16:34
VMSW-70,705988,VMSW,,software,Done,Sub-task,09/02/2021 11:43,15/02/2021 09:44
VMSW-69,705987,VMSW,,software,Done,Task,09/02/2021 11:40,18/03/2021 15:32
VMSW-68,705932,VMSW,,software,Done,Sub-task,09/02/2021 09:20,11/02/2021 10:52
VMSW-67,705535,VMSW,,software,Done,Sub-task,04/02/2021 15:18,17/02/2021 08:20
VMSW-66,705174,VMSW,,software,Done,Sub-task,03/02/2021 16:53,09/02/2021 09:04
VMSW-65,704984,VMSW,,software,Done,Task,02/02/2021 19:58,04/02/2021 21:53
VMSW-64,704966,VMSW,,software,Done,Sub-task,02/02/2021 17:17,18/02/2021 09:54
VMSW-63,704728,VMSW,,software,Done,Task,01/02/2021 11:07,07/04/2021 08:50
VMSW-62,704578,VMSW,,software,Done,Sub-task,29/01/2021 15:29,24/03/2021 11:10
VMSW-61,704569,VMSW,,software,Done,Sub-task,29/01/2021 15:02,18/03/2021 15:32
VMSW-60,704416,VMSW,,software,Done,Sub-task,29/01/2021 07:37,22/02/2021 08:01
VMSW-59,704415,VMSW,,software,Done,Sub-task,29/01/2021 07:34,09/02/2021 12:19
VMSW-58,704257,VMSW,,software,Done,Task,27/01/2021 18:45,02/02/2021 17:51
VMSW-57,704253,VMSW,,software,Done,Sub-task,27/01/2021 17:44,29/01/2021 10:59
VMSW-56,704201,VMSW,,software,Done,Sub-task,27/01/2021 13:29,18/02/2021 10:53
VMSW-55,703657,VMSW,,software,Done,Sub-task,22/01/2021 13:47,27/01/2021 17:42
VMSW-54,703524,VMSW,,software,Done,Sub-task,22/01/2021 09:51,09/02/2021 09:04
VMSW-53,703522,VMSW,,software,Done,Sub-task,22/01/2021 09:42,28/01/2021 16:13
VMSW-52,703039,VMSW,,software,Done,Sub-task,19/01/2021 15:02,21/01/2021 13:09
VMSW-51,701987,VMSW,,software,To Do,New Feature,13/01/2021 15:41,
VMSW-50,701975,VMSW,,software,Done,Sub-task,13/01/2021 14:46,21/01/2021 11:09
VMSW-49,701970,VMSW,,software,Done,Sub-task,13/01/2021 14:45,10/02/2021 11:34
VMSW-48,701960,VMSW,,software,Done,Sub-task,13/01/2021 14:32,21/01/2021 15:50
VMSW-47,701959,VMSW,,software,Done,Sub-task,13/01/2021 14:30,09/02/2021 09:36
VMSW-46,701957,VMSW,,software,Done,Sub-task,13/01/2021 14:27,20/01/2021 10:02
VMSW-45,701943,VMSW,,software,Done,New Feature,13/01/2021 13:06,24/02/2021 12:38
VMSW-44,701942,VMSW,,software,Done,New Feature,13/01/2021 13:06,27/01/2021 13:10
VMSW-43,701941,VMSW,,software,Done,New Feature,13/01/2021 13:06,27/01/2021 13:10
VMSW-42,701742,VMSW,,software,Done,Task,12/01/2021 10:04,19/01/2021 15:45
VMSW-41,701425,VMSW,,software,Done,Sub-task,08/01/2021 09:10,13/01/2021 14:27
VMSW-40,701347,VMSW,,software,Done,Sub-task,07/01/2021 13:52,12/01/2021 09:58
VMSW-39,700901,VMSW,,software,Blocked,New Feature,30/12/2020 09:49,
VMSW-38,700900,VMSW,,software,Done,New Feature,30/12/2020 09:49,17/05/2021 20:51
VMSW-37,700898,VMSW,,software,Done,New Feature,30/12/2020 09:48,03/03/2021 10:06
VMSW-36,700897,VMSW,,software,Done,New Feature,30/12/2020 09:48,04/03/2021 12:26
VMSW-35,700896,VMSW,,software,Done,New Feature,30/12/2020 09:48,03/03/2021 16:51
VMSW-34,700895,VMSW,,software,Done,New Feature,30/12/2020 09:48,31/03/2021 00:09
VMSW-33,700894,VMSW,,software,Done,New Feature,30/12/2020 09:48,03/03/2021 10:06
VMSW-32,700892,VMSW,,software,Done,New Feature,30/12/2020 09:46,13/01/2021 14:10
VMSW-31,700891,VMSW,,software,Done,New Feature,30/12/2020 09:44,25/01/2021 10:08
VMSW-30,700685,VMSW,,software,Done,Sub-task,23/12/2020 12:11,10/02/2021 10:59
VMSW-29,700611,VMSW,,software,Done,Sub-task,22/12/2020 14:02,07/01/2021 13:52
VMSW-28,700600,VMSW,,software,Done,Sub-task,22/12/2020 12:38,19/01/2021 15:00
VMSW-27,700598,VMSW,,software,Done,Sub-task,22/12/2020 12:32,19/01/2021 09:56
VMSW-26,700348,VMSW,,software,Done,Sub-task,18/12/2020 10:14,22/12/2020 10:19
VMSW-25,700341,VMSW,,software,Done,Sub-task,18/12/2020 09:43,22/12/2020 12:14
VMSW-24,700339,VMSW,,software,Done,Sub-task,18/12/2020 09:40,26/01/2021 09:28
VMSW-23,700246,VMSW,,software,Done,Sub-task,17/12/2020 13:06,18/12/2020 12:05
VMSW-22,700212,VMSW,,software,Done,Sub-task,17/12/2020 09:29,22/01/2021 10:19
VMSW-21,700210,VMSW,,software,Done,Sub-task,17/12/2020 09:20,20/12/2020 19:30
VMSW-20,700111,VMSW,,software,Done,Sub-task,16/12/2020 09:31,20/12/2020 19:30
VMSW-19,699998,VMSW,,software,Done,Sub-task,15/12/2020 10:29,20/12/2020 19:30
VMSW-18,699897,VMSW,,software,To Do,New Feature,14/12/2020 14:07,
VMSW-17,699192,VMSW,,software,Done,Sub-task,08/12/2020 14:55,18/12/2020 12:49
VMSW-16,699160,VMSW,,software,Done,Sub-task,08/12/2020 13:07,20/12/2020 19:35
VMSW-15,699153,VMSW,,software,Done,New Feature,08/12/2020 12:43,23/12/2020 12:18
VMSW-14,699151,VMSW,,software,Done,New Feature,08/12/2020 12:37,27/01/2021 18:30
VMSW-13,699147,VMSW,,software,Done,New Feature,08/12/2020 12:31,23/12/2020 12:17
VMSW-12,699142,VMSW,,software,Done,New Feature,08/12/2020 12:19,13/01/2021 14:22
VMSW-11,698518,VMSW,,software,Done,New Feature,03/12/2020 09:48,22/03/2021 14:53
VMSW-10,698517,VMSW,,software,Done,New Feature,03/12/2020 09:48,10/02/2021 10:59
VMSW-9,698515,VMSW,,software,Done,New Feature,03/12/2020 09:40,10/12/2020 19:38
VMSW-8,698386,VMSW,,software,Done,New Feature,01/12/2020 19:01,13/01/2021 12:27
VMSW-7,698385,VMSW,,software,Done,New Feature,01/12/2020 19:00,13/01/2021 12:57
VMSW-6,698384,VMSW,,software,Done,New Feature,01/12/2020 19:00,13/01/2021 12:56
VMSW-5,698271,VMSW,,software,Done,Task,01/12/2020 10:43,08/12/2020 12:03
VMSW-4,698179,VMSW,,software,Done,New Feature,01/12/2020 08:09,26/03/2021 12:04
VMSW-3,698178,VMSW,,software,Done,New Feature,01/12/2020 08:08,25/01/2021 10:07
VMSW-2,698177,VMSW,,software,Done,New Feature,01/12/2020 08:08,24/02/2021 13:20
VMSW-1,698176,VMSW,,software,Done,New Feature,01/12/2020 08:07,29/01/2021 09:55
